,country,wdi_code,region_short,income_short,region,income,f_3,f_3_1,f_3_2,f_3_3,f_3_4,f_3_global,f_3_1_global,f_3_2_global,f_3_3_global,f_3_4_global,f_3_regional,f_3_1_regional,f_3_2_regional,f_3_3_regional,f_3_4_regional,f_3_income,f_3_1_income,f_3_2_income,f_3_3_income,f_3_4_income,q15c_dum,q15a_dum,q24a_dum,q24b_dum,q24c_dum,q24d_dum,q24e_dum,q21_dum,q20_dum,q20a_1_dum,q20a_2_dum,q20a_3_dum,q20a_4_dum,q20a_5_dum,q20a_6_dum,q20j1_dum,q20j2_dum,q20j3_dum,q20j4_dum,q20c_dum,q20e1_dum,q20e2_dum,q20e3_dum,q20e4_dum,q20e5_dum,q20f1_dum,q20f2_dum,q20i_dum,-,q20h_dum,q38g_dum,q38h_dum,q34a_dum,q15b_dum,q15d_dum,q15e_dum,q34d_dum,q34c_dum,q34f_dum,q34g_dum,q38c_dum,q38f_dum,,q15c_dum_maleC,q15c_dum_femaleC,q15a_dum_maleC,q15a_dum_femaleC,q24a_dum_maleC,q24a_dum_femaleC,q24b_dum_maleC,q24b_dum_femaleC,q24c_dum_maleC,q24c_dum_femaleC,q24d_dum_maleC,q24d_dum_femaleC,q24e_dum_maleC,q24e_dum_femaleC,q21_dum_maleC,q21_dum_femaleC,q20_dum_maleC,q20_dum_femaleC,q20a_1_dum_maleC,q20a_1_dum_femaleC,q20a_2_dum_maleC,q20a_2_dum_femaleC,q20a_3_dum_maleC,q20a_3_dum_femaleC,q20a_4_dum_maleC,q20a_4_dum_femaleC,q20a_5_dum_maleC,q20a_5_dum_femaleC,q20a_6_dum_maleC,q20a_6_dum_femaleC,q20j1_dum_maleC,q20j1_dum_femaleC,q20j2_dum_maleC,q20j2_dum_femaleC,q20j3_dum_maleC,q20j3_dum_femaleC,q20j4_dum_maleC,q20j4_dum_femaleC,q20c_dum_maleC,q20c_dum_femaleC,q20e1_dum_maleC,q20e1_dum_femaleC,q20e2_dum_maleC,q20e2_dum_femaleC,q20e3_dum_maleC,q20e3_dum_femaleC,q20e4_dum_maleC,q20e4_dum_femaleC,q20e5_dum_maleC,q20e5_dum_femaleC,q20f1_dum_maleC,q20f1_dum_femaleC,q20f2_dum_maleC,q20f2_dum_femaleC,q20i_dum_maleC,q20i_dum_femaleC,,,q20h_dum_maleC,q20h_dum_femaleC,q38g_dum_maleC,q38g_dum_femaleC,q38h_dum_maleC,q38h_dum_femaleC,q34a_dum_maleC,q34a_dum_femaleC,q15b_dum_maleC,q15b_dum_femaleC,q15d_dum_maleC,q15d_dum_femaleC,q15e_dum_maleC,q15e_dum_femaleC,q34d_dum_maleC,q34d_dum_femaleC,q34c_dum_maleC,q34c_dum_femaleC,q34f_dum_maleC,q34f_dum_femaleC,q34g_dum_maleC,q34g_dum_femaleC,q38c_dum_maleC,q38c_dum_femaleC,q38f_dum_maleC,q38f_dum_femaleC,,q15c_dum_poorC,q15c_dum_richC,q15a_dum_poorC,q15a_dum_richC,q24a_dum_poorC,q24a_dum_richC,q24b_dum_poorC,q24b_dum_richC,q24c_dum_poorC,q24c_dum_richC,q24d_dum_poorC,q24d_dum_richC,q24e_dum_poorC,q24e_dum_richC,q21_dum_poorC,q21_dum_richC,q20_dum_poorC,q20_dum_richC,q20a_1_dum_poorC,q20a_1_dum_richC,q20a_2_dum_poorC,q20a_2_dum_richC,q20a_3_dum_poorC,q20a_3_dum_richC,q20a_4_dum_poorC,q20a_4_dum_richC,q20a_5_dum_poorC,q20a_5_dum_richC,q20a_6_dum_poorC,q20a_6_dum_richC,q20j1_dum_poorC,q20j1_dum_richC,q20j2_dum_poorC,q20j2_dum_richC,q20j3_dum_poorC,q20j3_dum_richC,q20j4_dum_poorC,q20j4_dum_richC,q20c_dum_poorC,q20c_dum_richC,q20e1_dum_poorC,q20e1_dum_richC,q20e2_dum_poorC,q20e2_dum_richC,q20e3_dum_poorC,q20e3_dum_richC,q20e4_dum_poorC,q20e4_dum_richC,q20e5_dum_poorC,q20e5_dum_richC,q20f1_dum_poorC,q20f1_dum_richC,q20f2_dum_poorC,q20f2_dum_richC,q20i_dum_poorC,q20i_dum_richC,,,q20h_dum_poorC,q20h_dum_richC,q38g_dum_poorC,q38g_dum_richC,q38h_dum_poorC,q38h_dum_richC,q34a_dum_poorC,q34a_dum_richC,q15b_dum_poorC,q15b_dum_richC,q15d_dum_poorC,q15d_dum_richC,q15e_dum_poorC,q15e_dum_richC,q34d_dum_poorC,q34d_dum_richC,q34c_dum_poorC,q34c_dum_richC,q34f_dum_poorC,q34f_dum_richC,q34g_dum_poorC,q34g_dum_richC,q38c_dum_poorC,q38c_dum_richC,q38f_dum_poorC,q38f_dum_richC,
80,Portugal,PRT,EURNA,H,EU + EFTA + North America,High ,0.64,0.49,0.64,0.76,0.67,23,41,25,16,24,16,19,16,13,15,22,27,22,16,22,0.31,0.28,0.54,0.49,0.47,0.54,0.58,0.29,0.18,0.42,0.31,0.03,0.05,0.12,0.07,0.79,0.06,0.08,0.06,0.63,0.32,0.36,0.19,0.06,0.07,0.45,0.55,0.43,,0.03,0.62,0.76,0.93,0.24,0.36,0.27,0.91,0.81,0.67,0.80,0.61,0.92,,0.32,0.31,0.29,0.27,0.51,0.57,0.51,0.47,0.46,0.48,0.51,0.57,0.55,0.60,0.36,0.23,0.20,0.17,0.38,0.47,0.32,0.29,0.02,0.05,0.07,0.02,0.14,0.09,0.06,0.09,0.77,0.81,0.06,0.06,0.10,0.07,0.07,0.05,0.58,0.70,0.39,0.24,0.24,0.47,0.18,0.20,0.10,0.02,0.08,0.06,0.41,0.48,0.59,0.52,0.39,0.47,,,0.04,0.02,0.61,0.63,0.76,0.76,0.95,0.91,0.25,0.24,0.38,0.33,0.28,0.26,0.93,0.89,0.81,0.81,0.68,0.65,0.82,0.79,0.63,0.59,0.91,0.93,,0.29,0.33,0.27,0.28,0.51,0.57,0.45,0.55,0.44,0.52,0.50,0.59,0.57,0.60,0.25,0.35,0.19,0.19,0.52,0.34,0.30,0.33,0.03,0.03,0.01,0.09,0.09,0.12,0.05,0.09,0.78,0.80,0.08,0.05,0.08,0.09,0.07,0.05,0.65,0.61,0.34,0.27,0.34,0.39,0.21,0.17,0.08,0.05,0.04,0.12,0.47,0.38,0.53,0.62,0.44,0.40,,,0.02,0.05,0.58,0.67,0.73,0.78,0.93,0.93,0.23,0.26,0.33,0.39,0.26,0.29,0.89,0.94,0.78,0.85,0.61,0.72,0.76,0.85,0.56,0.68,0.91,0.93,
81,Republic of Korea,KOR,EAP,H,East Asia & Pacific,High ,0.73,0.71,0.75,0.70,0.75,10,3,7,27,14,3,2,3,4,3,10,3,7,22,13,0.74,0.66,0.83,0.78,0.75,0.76,0.55,0.57,0.05,0.42,0.33,0.00,0.13,0.04,0.07,0.60,0.22,0.07,0.11,0.93,0.08,0.81,0.11,0.00,0.00,0.87,0.13,0.85,,0.00,0.82,0.84,0.89,0.37,0.41,0.30,0.92,0.80,0.86,0.86,0.88,0.85,,0.70,0.67,0.55,0.56,0.75,0.85,0.80,0.84,0.72,0.76,0.67,0.77,0.66,0.57,0.57,0.57,0.04,0.05,0.50,0.40,0.50,0.40,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.61,0.56,0.22,0.25,0.09,0.04,0.08,0.15,1.00,1.00,0.00,0.00,1.00,0.75,0.00,0.25,0.00,0.00,0.00,0.00,1.00,0.50,0.00,0.50,1.00,0.75,,,0.00,0.00,0.82,0.80,0.83,0.79,0.88,0.88,0.23,0.31,0.38,0.37,0.35,0.29,0.98,0.88,0.84,0.77,0.85,0.86,0.85,0.86,0.85,0.89,0.82,0.86,,0.68,1.00,0.56,0.00,0.81,0.00,0.82,0.00,0.74,0.00,0.73,0.00,0.61,0.00,0.56,1.00,0.05,0.00,0.44,,0.44,,0.00,,0.11,,0.00,,0.00,,0.59,0.00,0.23,1.00,0.07,0.00,0.11,0.00,1.00,,0.00,,0.83,,0.17,,0.00,,0.00,,0.71,,0.29,,0.86,,,,0.00,,0.82,0.00,0.82,0.00,0.88,0.00,0.27,0.00,0.38,0.00,0.32,0.00,0.93,1.00,0.81,0.00,0.86,0.00,0.86,0.00,0.87,1.00,0.85,0.00,
82,Romania,ROM,EURNA,UM,EU + EFTA + North America,Upper middle ,0.53,0.41,0.45,0.65,0.61,51,74,78,36,35,23,24,24,19,19,14,24,27,5,7,0.35,0.30,0.56,0.47,0.48,0.61,0.45,0.38,0.10,0.10,0.31,0.16,0.31,0.12,0.00,,,,,0.49,0.00,0.04,0.02,0.46,0.48,,,0.52,,0.52,0.73,0.83,0.85,0.34,0.35,0.19,0.82,0.73,0.50,0.73,0.63,0.77,,0.33,0.37,0.28,0.32,0.59,0.54,0.48,0.47,0.45,0.51,0.64,0.59,0.47,0.43,0.36,0.40,0.10,0.09,0.06,0.14,0.29,0.33,0.19,0.14,0.35,0.26,0.10,0.14,0.00,0.00,,,,,,,,,0.46,0.53,0.00,0.00,0.00,0.08,0.05,0.00,0.41,0.50,0.55,0.42,,,,,0.54,0.49,,,0.54,0.49,0.73,0.74,0.83,0.82,0.83,0.87,0.32,0.37,0.34,0.36,0.20,0.18,0.81,0.82,0.73,0.72,0.47,0.52,0.76,0.70,0.63,0.64,0.77,0.76,,0.35,0.33,0.31,0.28,0.57,0.54,0.49,0.44,0.48,0.48,0.63,0.57,0.45,0.46,0.37,0.40,0.09,0.11,0.10,0.11,0.25,0.43,0.21,0.07,0.37,0.18,0.08,0.21,0.00,0.00,,,,,,,,,0.44,0.60,0.00,0.00,0.04,0.06,0.04,0.00,0.43,0.50,0.50,0.44,,,,,0.49,0.57,,,0.49,0.57,0.73,0.75,0.83,0.80,0.85,0.85,0.33,0.37,0.36,0.32,0.19,0.18,0.81,0.84,0.74,0.71,0.49,0.51,0.74,0.72,0.64,0.62,0.77,0.77,
83,Russia,RUS,ECA,H,Eastern Europe & Central Asia,High ,0.49,0.47,0.58,0.42,0.47,67,47,35,88,78,9,5,5,9,10,30,30,28,30,31,0.28,0.22,0.74,0.65,0.65,0.55,0.66,0.42,0.09,0.53,0.18,0.05,0.05,0.15,0.05,,,,,0.89,0.43,0.36,0.17,0.01,0.03,0.77,0.23,0.81,,0.08,0.67,0.80,0.79,0.22,0.21,0.18,0.82,0.52,0.46,0.60,0.57,0.76,,0.28,0.27,0.22,0.23,0.72,0.75,0.64,0.66,0.62,0.68,0.51,0.59,0.62,0.70,0.45,0.38,0.08,0.11,0.56,0.51,0.18,0.18,0.06,0.04,0.03,0.06,0.15,0.16,0.03,0.06,,,,,,,,,0.88,0.89,0.45,0.43,0.38,0.34,0.17,0.17,0.00,0.02,0.00,0.04,0.79,0.76,0.21,0.24,0.90,0.74,,,0.11,0.07,0.64,0.69,0.78,0.81,0.77,0.81,0.23,0.20,0.24,0.19,0.19,0.17,0.81,0.83,0.52,0.53,0.44,0.48,0.57,0.62,0.52,0.61,0.75,0.78,,0.26,0.30,0.20,0.25,0.76,0.72,0.66,0.63,0.68,0.61,0.54,0.56,0.66,0.65,0.38,0.48,0.09,0.11,0.52,0.54,0.20,0.15,0.02,0.07,0.07,0.02,0.11,0.20,0.07,0.02,,,,,,,,,0.87,0.90,0.45,0.42,0.33,0.39,0.20,0.14,0.03,0.00,0.00,0.06,0.77,0.78,0.23,0.22,0.80,0.81,,,0.05,0.11,0.66,0.67,0.78,0.81,0.76,0.83,0.22,0.22,0.19,0.24,0.18,0.18,0.81,0.84,0.51,0.54,0.48,0.44,0.61,0.58,0.58,0.54,0.77,0.75,
84,Senegal,SEN,AFR,LM,Sub-Saharan Africa,Lower middle ,0.52,0.34,0.54,0.73,0.46,55,91,53,22,83,4,11,2,1,12,9,19,9,1,19,0.30,0.35,0.65,0.62,0.61,0.56,0.59,0.18,0.04,0.57,0.09,0.09,0.09,0.14,0.03,0.82,0.15,0.02,0.01,0.61,0.55,0.36,0.05,0.00,0.05,0.91,0.09,0.70,,0.18,0.83,0.86,0.93,0.32,0.32,0.30,0.95,0.91,0.88,0.88,0.85,0.97,,0.28,0.32,0.35,0.35,0.65,0.65,0.63,0.62,0.63,0.60,0.56,0.55,0.58,0.60,0.23,0.14,0.05,0.03,0.58,0.55,0.13,0.00,0.04,0.18,0.08,0.09,0.13,0.18,0.04,0.00,0.83,0.80,0.13,0.17,0.02,0.03,0.01,0.01,0.58,0.67,0.57,0.50,0.29,0.50,0.07,0.00,0.00,0.00,0.07,0.00,0.86,1.00,0.14,0.00,0.63,0.85,,,0.21,0.13,0.83,0.83,0.86,0.86,0.94,0.92,0.32,0.32,0.30,0.33,0.30,0.31,0.93,0.97,0.91,0.91,0.87,0.88,0.88,0.89,0.84,0.85,0.98,0.95,,0.36,0.26,0.44,0.24,0.62,0.72,0.58,0.68,0.57,0.68,0.52,0.62,0.56,0.64,0.15,0.30,0.03,0.07,0.63,0.47,0.06,0.13,0.00,0.20,0.13,0.00,0.13,0.20,0.06,0.00,0.83,0.82,0.14,0.13,0.02,0.04,0.01,0.01,0.56,0.69,0.44,0.55,0.56,0.27,0.00,0.09,0.00,0.00,0.00,0.09,1.00,0.82,0.00,0.18,0.71,0.69,,,0.44,0.00,0.83,0.80,0.86,0.83,0.94,0.87,0.38,0.23,0.39,0.26,0.38,0.23,0.94,0.96,0.90,0.88,0.86,0.86,0.87,0.89,0.82,0.84,0.95,0.98,
85,Serbia,SER,ECA,UM,Eastern Europe & Central Asia,Upper middle ,0.51,0.46,0.54,0.55,0.48,61,55,54,71,72,7,8,9,8,8,20,15,15,20,24,0.50,0.38,0.50,0.53,0.43,0.54,0.50,,0.04,0.26,0.17,0.17,0.05,0.36,0.00,0.39,0.48,0.12,0.01,0.98,0.95,0.00,0.05,0.00,0.00,0.95,0.05,0.98,,0.00,0.69,0.72,0.79,0.43,0.54,0.39,0.87,0.81,0.40,0.60,0.51,0.99,,0.51,0.50,0.39,0.36,0.50,0.49,0.51,0.55,0.41,0.46,0.54,0.54,0.50,0.50,,,0.04,0.04,0.30,0.23,0.15,0.18,0.20,0.14,0.05,0.05,0.30,0.41,0.00,0.00,0.40,0.39,0.47,0.49,0.12,0.11,0.01,0.01,0.95,1.00,0.90,1.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.90,1.00,0.10,0.00,0.95,1.00,,,0.00,0.00,0.70,0.68,0.73,0.72,0.78,0.79,0.42,0.44,0.53,0.54,0.38,0.39,0.88,0.87,0.82,0.79,0.37,0.42,0.59,0.61,0.51,0.50,1.00,0.99,,0.50,0.52,0.38,0.37,0.48,0.53,0.54,0.51,0.41,0.49,0.55,0.51,0.50,0.51,,,0.04,0.04,0.16,0.55,0.23,0.00,0.23,0.00,0.03,0.09,0.35,0.36,0.00,0.00,0.41,0.36,0.46,0.53,0.12,0.11,0.01,0.00,0.97,1.00,0.94,1.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.94,1.00,0.06,0.00,0.97,1.00,,,0.00,0.00,0.68,0.71,0.74,0.69,0.78,0.80,0.44,0.40,0.52,0.59,0.38,0.43,0.88,0.87,0.80,0.84,0.39,0.43,0.60,0.61,0.50,0.52,0.99,0.99,
86,Sierra Leone,SLE,AFR,L,Sub-Saharan Africa,Low,0.39,0.31,0.40,0.58,0.24,96,98,91,58,101,17,14,13,7,18,12,12,10,5,14,0.64,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.78,0.80,0.67,0.63,0.60,0.76,0.73,0.76,0.69,0.77,0.63,,0.66,0.62,0.72,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.67,0.77,0.79,0.79,0.82,0.68,0.67,0.62,0.63,0.61,0.59,0.74,0.78,0.75,0.71,0.74,0.78,0.71,0.68,0.76,0.77,0.63,0.62,,0.66,0.61,0.77,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.65,0.80,0.73,0.83,0.78,0.73,0.60,0.64,0.61,0.63,0.54,0.78,0.70,0.76,0.69,0.79,0.69,0.72,0.63,0.78,0.73,0.64,0.62,
87,Singapore,SIN,EAP,H,East Asia & Pacific,High ,0.63,0.68,0.58,0.55,0.70,25,9,34,70,22,6,5,6,8,5,24,9,27,28,21,0.68,0.62,0.82,0.79,0.79,0.81,0.84,0.25,0.14,0.25,0.18,0.12,0.21,0.17,0.07,0.71,0.14,0.11,0.04,0.60,0.38,0.47,0.12,0.01,0.01,0.54,0.46,0.67,,,0.75,0.77,0.55,0.67,0.68,0.62,0.70,0.37,0.38,0.40,0.44,0.71,,0.66,0.70,0.59,0.65,0.79,0.86,0.76,0.83,0.76,0.82,0.77,0.85,0.79,0.88,0.28,0.22,0.16,0.12,0.23,0.30,0.17,0.18,0.09,0.18,0.27,0.11,0.16,0.18,0.09,0.05,0.67,0.76,0.15,0.12,0.14,0.08,0.04,0.04,0.61,0.59,0.37,0.40,0.47,0.47,0.16,0.07,0.00,0.03,0.00,0.03,0.49,0.62,0.51,0.38,0.65,0.71,,,,,0.74,0.75,0.77,0.76,0.57,0.53,0.67,0.68,0.69,0.68,0.63,0.62,0.70,0.69,0.39,0.34,0.43,0.34,0.41,0.39,0.45,0.42,0.74,0.69,,0.66,0.70,0.62,0.62,0.83,0.82,0.78,0.81,0.78,0.81,0.80,0.82,0.81,0.86,0.24,0.26,0.13,0.15,0.22,0.29,0.20,0.14,0.12,0.13,0.22,0.21,0.18,0.16,0.06,0.08,0.72,0.70,0.13,0.15,0.11,0.11,0.04,0.04,0.56,0.64,0.35,0.40,0.52,0.43,0.10,0.14,0.03,0.00,0.00,0.02,0.63,0.48,0.37,0.52,0.64,0.70,,,,,0.75,0.74,0.76,0.77,0.54,0.56,0.67,0.67,0.67,0.69,0.62,0.63,0.69,0.70,0.34,0.39,0.38,0.39,0.39,0.41,0.41,0.47,0.70,0.72,
88,Slovenia,SVN,EURNA,H,EU + EFTA + North America,High ,0.60,0.56,0.60,0.62,0.63,30,21,30,47,33,19,13,19,23,18,27,20,25,27,26,0.50,0.40,0.58,0.52,0.44,0.55,0.47,0.58,0.06,0.21,0.19,0.23,0.11,0.26,0.00,0.58,0.25,0.11,0.06,0.65,0.61,0.08,0.03,0.11,0.17,0.47,0.53,0.73,,,0.66,0.56,0.66,0.35,0.47,0.41,0.74,0.55,0.27,0.47,0.23,0.91,,0.49,0.51,0.42,0.38,0.56,0.60,0.54,0.50,0.47,0.41,0.57,0.53,0.46,0.48,0.58,0.57,0.07,0.04,0.24,0.15,0.09,0.35,0.18,0.30,0.18,0.00,0.30,0.20,0.00,0.00,0.57,0.59,0.25,0.25,0.11,0.11,0.07,0.05,0.60,0.75,0.52,0.73,0.10,0.07,0.05,0.00,0.14,0.07,0.19,0.13,0.43,0.53,0.57,0.47,0.66,0.85,,,,,0.67,0.65,0.59,0.53,0.64,0.67,0.37,0.32,0.45,0.49,0.41,0.40,0.74,0.74,0.54,0.56,0.27,0.28,0.47,0.47,0.23,0.24,0.90,0.92,,0.51,0.47,0.40,0.40,0.57,0.63,0.51,0.53,0.43,0.48,0.56,0.54,0.46,0.50,0.58,0.55,0.06,0.05,0.18,0.33,0.18,0.22,0.18,0.44,0.14,0.00,0.32,0.00,0.00,0.00,0.59,0.54,0.25,0.24,0.10,0.14,0.05,0.08,0.63,0.78,0.66,0.43,0.07,0.14,0.03,0.00,0.07,0.29,0.17,0.14,0.55,0.14,0.45,0.86,0.76,0.56,,,,,0.64,0.73,0.56,0.57,0.68,0.52,0.34,0.37,0.47,0.44,0.41,0.41,0.75,0.71,0.57,0.45,0.29,0.20,0.50,0.31,0.25,0.17,0.90,0.96,
89,South Africa,ZAF,AFR,UM,Sub-Saharan Africa,Upper middle ,0.62,0.53,0.60,0.70,0.63,27,30,31,29,28,1,1,1,5,1,2,4,5,3,3,0.69,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.82,0.88,0.62,0.61,0.60,0.89,0.83,0.76,0.81,0.77,0.89,,0.70,0.68,0.62,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.83,0.83,0.80,0.89,0.86,0.65,0.60,0.62,0.60,0.63,0.57,0.90,0.87,0.84,0.82,0.78,0.73,0.82,0.80,0.79,0.75,0.89,0.89,,0.75,0.74,0.67,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.82,0.85,0.84,0.90,0.90,0.71,0.67,0.67,0.67,0.67,0.68,0.90,0.92,0.85,0.82,0.79,0.77,0.82,0.83,0.82,0.75,0.91,0.93,
90,Spain,ESP,EURNA,H,EU + EFTA + North America,High ,0.62,0.56,0.58,0.70,0.64,26,22,36,28,26,17,14,21,17,17,25,21,29,23,24,0.40,0.38,0.44,,,,0.48,0.21,0.15,0.41,0.21,0.04,0.17,0.12,0.04,0.66,0.11,0.11,0.12,0.65,0.33,0.38,0.12,0.11,0.07,0.56,0.44,0.63,,0.03,0.64,0.73,0.77,0.37,0.43,0.35,0.78,0.72,0.58,0.76,0.58,0.89,,0.40,0.40,0.37,0.38,0.43,0.45,,,,,,,0.49,0.47,0.26,0.17,0.15,0.15,0.42,0.41,0.26,0.16,0.03,0.04,0.15,0.20,0.08,0.16,0.07,0.02,0.66,0.65,0.11,0.11,0.09,0.13,0.13,0.11,0.67,0.64,0.42,0.24,0.27,0.49,0.12,0.12,0.15,0.06,0.04,0.10,0.54,0.57,0.46,0.43,0.71,0.57,,,0.04,0.02,0.65,0.63,0.73,0.72,0.78,0.75,0.38,0.37,0.43,0.43,0.36,0.35,0.79,0.76,0.70,0.74,0.60,0.56,0.76,0.75,0.59,0.57,0.87,0.91,,0.39,0.42,0.35,0.41,0.39,0.52,,,,,,,0.44,0.53,0.18,0.29,0.14,0.18,0.45,0.34,0.24,0.20,0.02,0.06,0.12,0.26,0.16,0.07,0.01,0.07,0.61,0.73,0.13,0.09,0.12,0.09,0.13,0.09,0.68,0.62,0.30,0.33,0.42,0.33,0.12,0.10,0.07,0.18,0.09,0.05,0.59,0.59,0.41,0.41,0.60,0.66,,,0.02,0.03,0.64,0.66,0.72,0.77,0.77,0.78,0.35,0.40,0.42,0.47,0.35,0.37,0.77,0.79,0.71,0.74,0.57,0.63,0.75,0.80,0.57,0.62,0.89,0.89,
91,Sri Lanka,LKA,SA,LM,South Asia,Lower middle ,0.53,0.48,0.57,0.54,0.52,52,45,39,73,62,3,2,1,5,3,8,8,3,17,10,,0.59,0.82,0.74,,0.73,,0.46,0.11,0.41,0.24,0.05,0.13,0.13,0.04,,,,,0.59,0.48,0.34,0.14,0.05,0.00,0.70,0.30,0.59,,,0.66,0.67,0.82,0.55,,0.53,0.74,0.55,0.56,0.65,0.61,0.82,,,,0.58,0.59,0.78,0.87,0.68,0.80,,,0.71,0.76,,,0.47,0.46,0.12,0.10,0.42,0.41,0.29,0.18,0.05,0.04,0.11,0.16,0.13,0.12,0.00,0.08,,,,,,,,,0.61,0.57,0.44,0.52,0.38,0.29,0.12,0.16,0.06,0.03,0.00,0.00,0.66,0.76,0.34,0.24,0.59,0.59,,,,,0.64,0.68,0.66,0.68,0.79,0.85,0.52,0.59,,,0.50,0.57,0.71,0.76,0.53,0.57,0.54,0.58,0.62,0.69,0.58,0.64,0.80,0.85,,,,0.54,0.61,0.85,0.78,0.81,0.67,,,0.70,0.72,,,0.40,0.54,0.07,0.10,0.32,0.51,0.32,0.15,0.03,0.05,0.18,0.10,0.06,0.15,0.09,0.03,,,,,,,,,0.53,0.63,0.45,0.36,0.25,0.52,0.20,0.08,0.10,0.04,0.00,0.00,0.72,0.75,0.28,0.25,0.53,0.68,,,,,0.69,0.67,0.69,0.69,0.88,0.80,0.53,0.54,,,0.50,0.53,0.78,0.73,0.60,0.51,0.62,0.53,0.69,0.64,0.63,0.59,0.92,0.76,
92,Sweden,SWE,EURNA,H,EU + EFTA + North America,High ,0.81,0.66,0.86,0.90,0.83,1,11,1,1,3,1,6,1,1,3,1,11,1,1,3,0.43,0.45,0.73,0.68,0.65,0.70,0.72,0.63,0.09,0.38,0.18,0.03,0.12,0.13,0.15,0.89,0.05,0.03,0.03,0.72,0.49,0.36,0.09,0.05,0.00,0.68,0.32,0.75,,0.03,0.90,0.92,0.96,0.35,0.42,0.33,0.91,0.91,0.86,0.86,0.86,0.91,,0.45,0.41,0.48,0.41,0.73,0.74,0.71,0.64,0.65,0.65,0.72,0.68,0.72,0.71,0.71,0.55,0.11,0.08,0.43,0.32,0.19,0.18,0.04,0.02,0.09,0.16,0.13,0.14,0.13,0.18,0.91,0.87,0.04,0.07,0.02,0.04,0.03,0.02,0.77,0.67,0.55,0.40,0.27,0.50,0.11,0.07,0.07,0.03,0.00,0.00,0.65,0.71,0.35,0.29,0.79,0.70,,,0.02,0.06,0.89,0.92,0.91,0.93,0.96,0.95,0.36,0.35,0.42,0.41,0.34,0.32,0.92,0.91,0.94,0.89,0.88,0.85,0.86,0.85,0.87,0.85,0.91,0.92,,0.42,0.47,0.47,0.45,0.74,0.79,0.67,0.73,0.65,0.71,0.69,0.79,0.71,0.77,0.58,0.71,0.11,0.08,0.37,0.35,0.18,0.24,0.04,0.03,0.14,0.09,0.10,0.12,0.16,0.18,0.88,0.92,0.07,0.03,0.03,0.03,0.02,0.03,0.64,0.83,0.38,0.61,0.47,0.26,0.13,0.03,0.03,0.10,0.00,0.00,0.66,0.70,0.34,0.30,0.67,0.83,,,0.08,0.00,0.89,0.93,0.91,0.94,0.94,0.96,0.37,0.35,0.42,0.44,0.35,0.34,0.90,0.94,0.89,0.95,0.83,0.90,0.82,0.90,0.83,0.91,0.91,0.94,
93,Tanzania,TZA,AFR,L,Sub-Saharan Africa,Low,0.51,0.41,0.44,0.58,0.59,62,76,80,60,40,5,6,8,8,4,2,5,6,6,2,0.62,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.59,,0.51,,0.54,0.71,0.75,0.66,0.69,0.63,0.65,,0.63,0.60,0.67,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.64,0.61,0.57,,,0.49,0.52,,,0.53,0.55,0.72,0.70,0.76,0.73,0.63,0.70,0.68,0.70,0.63,0.64,0.64,0.66,,0.64,0.59,0.65,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.71,0.60,0.61,,,0.52,0.51,,,0.54,0.54,0.71,0.74,0.74,0.78,0.66,0.70,0.70,0.68,0.63,0.67,0.67,0.63,
